"province","date","value","value_daily"
"MB",2020-07-29,407,3
"MB",2020-07-30,409,2
"MB",2020-07-31,415,6
"MB",2020-08-01,415,0
"MB",2020-08-02,415,0
"MB",2020-08-03,415,0
"MB",2020-08-04,442,27
"MB",2020-08-05,444,2
"MB",2020-08-06,474,30
"MB",2020-08-07,491,17
"MB",2020-08-08,507,16
"MB",2020-08-09,542,35
"MB",2020-08-10,558,16
"MB",2020-08-11,562,4
"MB",2020-08-12,578,16
"MB",2020-08-13,603,25
"MB",2020-08-14,643,40
"MB",2020-08-15,660,17
"MB",2020-08-16,696,36
"MB",2020-08-17,730,34
"MB",2020-08-18,747,17
"MB",2020-08-19,762,15
"MB",2020-08-20,795,33
"MB",2020-08-21,829,34
"MB",2020-08-22,871,42
"MB",2020-08-23,943,72
"MB",2020-08-24,992,49
"MB",2020-08-25,1017,25
"MB",2020-08-26,1042,25
"MB",2020-08-27,1064,22
"MB",2020-08-28,1096,32
"MB",2020-08-29,1151,55
"MB",2020-08-30,1185,34
"MB",2020-08-31,1213,28
"MB",2020-09-01,1231,18
"MB",2020-09-02,1244,13
"MB",2020-09-03,1264,20
"MB",2020-09-04,1273,9
"MB",2020-09-05,1294,21
"MB",2020-09-06,1322,28
"MB",2020-09-07,1337,15
"MB",2020-09-08,1348,11
"MB",2020-09-09,1363,15
"MB",2020-09-10,1378,15
"MB",2020-09-11,1393,15
"MB",2020-09-12,1410,17
"MB",2020-09-13,1428,18
"MB",2020-09-14,1449,21
"MB",2020-09-15,1466,17
"MB",2020-09-16,1489,23
"MB",2020-09-17,1500,11
"MB",2020-09-18,1540,40
"MB",2020-09-19,1557,17
"MB",2020-09-20,1586,29
"MB",2020-09-21,1608,22
"MB",2020-09-22,1632,24
"MB",2020-09-23,1674,42
"MB",2020-09-24,1710,36
"MB",2020-09-25,1764,54
"MB",2020-09-26,1829,65
"MB",2020-09-27,1880,51
"MB",2020-09-28,1919,39
"MB",2020-09-29,1953,34
"MB",2020-09-30,1993,40
"MB",2020-10-01,2029,36
"MB",2020-10-02,2068,39
"MB",2020-10-03,2104,36
"MB",2020-10-04,2139,35
"MB",2020-10-05,2190,51
"MB",2020-10-06,2246,56
"MB",2020-10-07,2277,31
"MB",2020-10-08,2344,67
"MB",2020-10-09,2428,84
"MB",2020-10-10,2524,96
"MB",2020-10-11,2578,54
"MB",2020-10-12,2655,77
"MB",2020-10-13,2779,124
"MB",2020-10-14,2925,146
"MB",2020-10-15,3098,173
"MB",2020-10-16,3173,75
"MB",2020-10-17,3258,85
"MB",2020-10-18,3302,44
"MB",2020-10-19,3381,79
"MB",2020-10-20,3491,110
"MB",2020-10-21,3626,135
"MB",2020-10-22,3773,147
"MB",2020-10-23,3935,162
"MB",2020-10-24,4088,153
"MB",2020-10-25,4249,161
"MB",2020-10-26,4348,99
"MB",2020-10-27,4531,183
"MB",2020-10-28,4701,170
"MB",2020-10-29,4894,193
"MB",2020-10-30,5374,480
"MB",2020-10-31,5722,348
"MB",2020-11-01,6034,312
"MB",2020-11-02,6275,241
"MB",2020-11-03,6377,102
"MB",2020-11-04,6750,373
"MB",2020-11-05,7176,426
"MB",2020-11-06,7418,242
"MB",2020-11-07,7689,271
"MB",2020-11-08,8130,441
"MB",2020-11-09,8495,365
"MB",2020-11-10,8877,382
"MB",2020-11-11,9308,431
"MB",2020-11-12,9779,471
"MB",2020-11-13,10214,435
"MB",2020-11-14,10453,239
"MB",2020-11-15,10947,494
"MB",2020-11-16,11338,391
"MB",2020-11-17,11607,269
"MB",2020-11-18,12007,400
"MB",2020-11-19,12481,474
"MB",2020-11-20,12917,436
"MB",2020-11-21,13301,384
"MB",2020-11-22,13541,240
"MB",2020-11-23,14082,541
"MB",2020-11-24,14558,476
"MB",2020-11-25,14905,347
"MB",2020-11-26,15288,383
"MB",2020-11-27,15631,343
"MB",2020-11-28,16118,487
"MB",2020-11-29,16482,364
"MB",2020-11-30,16824,342
"MB",2020-12-01,17107,283
"MB",2020-12-02,17384,277
"MB",2020-12-03,17749,365
"MB",2020-12-04,18069,320
"MB",2020-12-05,18423,354
"MB",2020-12-06,18806,383
"MB",2020-12-07,19131,325
"MB",2020-12-08,19376,245
"MB",2020-12-09,19654,278
"MB",2020-12-10,19945,291
"MB",2020-12-11,20390,445
"MB",2020-12-12,20750,360
"MB",2020-12-13,21023,273
"MB",2020-12-14,21263,240
"MB",2020-12-15,21534,271
"MB",2020-12-16,21826,292
"MB",2020-12-17,22047,221
"MB",2020-12-18,22392,345
"MB",2020-12-19,22628,236
"MB",2020-12-20,22857,229
"MB",2020-12-21,23023,166
"MB",2020-12-22,23178,155
"MB",2020-12-23,23378,200
"MB",2020-12-24,23619,241
"MB",2020-12-25,23619,0
"MB",2020-12-26,23619,0
"MB",2020-12-27,24143,524
"MB",2020-12-28,24250,107
"MB",2020-12-29,24381,131
"MB",2020-12-30,24511,130
"MB",2020-12-31,24697,186
"MB",2021-01-01,24697,0
"MB",2021-01-02,25023,326
"MB",2021-01-03,25124,101
"MB",2021-01-04,25242,118
"MB",2021-01-05,25363,121
"MB",2021-01-06,25532,169
"MB",2021-01-07,25739,207
"MB",2021-01-08,25961,222
"MB",2021-01-09,26164,203
"MB",2021-01-10,26315,151
"MB",2021-01-11,26446,131
"MB",2021-01-12,26535,89
"MB",2021-01-13,26691,156
"MB",2021-01-14,26952,261
"MB",2021-01-15,27140,188
"MB",2021-01-16,27320,180
"MB",2021-01-17,27509,189
"MB",2021-01-18,27627,118
"MB",2021-01-19,27737,110
"MB",2021-01-20,27889,152
"MB",2021-01-21,28085,196
"MB",2021-01-22,28258,173
"MB",2021-01-23,28473,215
"MB",2021-01-24,28695,222
"MB",2021-01-25,28806,111
"MB",2021-01-26,28899,93
"MB",2021-01-27,28993,94
"MB",2021-01-28,29121,128
"MB",2021-01-29,29278,157
"MB",2021-01-30,29443,165
"MB",2021-01-31,29560,117
"NB",2020-01-25,0,0
"NB",2020-01-26,0,0
"NB",2020-01-27,0,0
"NB",2020-01-28,0,0
"NB",2020-01-29,0,0
"NB",2020-01-30,0,0
"NB",2020-01-31,0,0
"NB",2020-02-01,0,0
"NB",2020-02-02,0,0
"NB",2020-02-03,0,0
"NB",2020-02-04,0,0
"NB",2020-02-05,0,0
"NB",2020-02-06,0,0
"NB",2020-02-07,0,0
"NB",2020-02-08,0,0
"NB",2020-02-09,0,0
"NB",2020-02-10,0,0
"NB",2020-02-11,0,0
"NB",2020-02-12,0,0
"NB",2020-02-13,0,0
"NB",2020-02-14,0,0
"NB",2020-02-15,0,0
"NB",2020-02-16,0,0
"NB",2020-02-17,0,0
"NB",2020-02-18,0,0
"NB",2020-02-19,0,0
"NB",2020-02-20,0,0
"NB",2020-02-21,0,0
"NB",2020-02-22,0,0
"NB",2020-02-23,0,0
"NB",2020-02-24,0,0
"NB",2020-02-25,0,0
"NB",2020-02-26,0,0
"NB",2020-02-27,0,0
"NB",2020-02-28,0,0
"NB",2020-02-29,0,0
"NB",2020-03-01,0,0
"NB",2020-03-02,0,0
"NB",2020-03-03,0,0
"NB",2020-03-04,0,0
"NB",2020-03-05,0,0
"NB",2020-03-06,0,0
"NB",2020-03-07,0,0
"NB",2020-03-08,0,0
"NB",2020-03-09,0,0
"NB",2020-03-10,0,0
"NB",2020-03-11,0,0
"NB",2020-03-12,1,1
"NB",2020-03-13,1,0
"NB",2020-03-14,2,1
"NB",2020-03-15,6,4
"NB",2020-03-16,7,1
"NB",2020-03-17,8,1
"NB",2020-03-18,11,3
"NB",2020-03-19,11,0
"NB",2020-03-20,11,0
"NB",2020-03-21,17,6
"NB",2020-03-22,17,0
"NB",2020-03-23,17,0
"NB",2020-03-24,18,1
"NB",2020-03-25,26,8
"NB",2020-03-26,33,7
"NB",2020-03-27,45,12
"NB",2020-03-28,51,6
"NB",2020-03-29,66,15
"NB",2020-03-30,68,2
"NB",2020-03-31,70,2
"NB",2020-04-01,81,11
"NB",2020-04-02,91,10
"NB",2020-04-03,95,4
"NB",2020-04-04,98,3
"NB",2020-04-05,101,3
"NB",2020-04-06,103,2
"NB",2020-04-07,105,2
"NB",2020-04-08,108,3
"NB",2020-04-09,111,3
"NB",2020-04-10,112,1
"NB",2020-04-11,112,0
"NB",2020-04-12,114,2
"NB",2020-04-13,116,2
"NB",2020-04-14,116,0
"NB",2020-04-15,117,1
"NB",2020-04-16,117,0
"NB",2020-04-17,117,0
"NB",2020-04-18,118,1
"NB",2020-04-19,118,0
"NB",2020-04-20,118,0
"NB",2020-04-21,118,0
"NB",2020-04-22,118,0
"NB",2020-04-23,118,0
"NB",2020-04-24,118,0
"NB",2020-04-25,118,0
"NB",2020-04-26,118,0
"NB",2020-04-27,118,0
"NB",2020-04-28,118,0
"NB",2020-04-29,118,0
"NB",2020-04-30,118,0
"NB",2020-05-01,118,0
"NB",2020-05-02,118,0
"NB",2020-05-03,118,0
"NB",2020-05-04,118,0
"NB",2020-05-05,119,1
"NB",2020-05-06,120,1
"NB",2020-05-07,120,0
"NB",2020-05-08,120,0
"NB",2020-05-09,120,0
"NB",2020-05-10,120,0
"NB",2020-05-11,120,0
"NB",2020-05-12,120,0
"NB",2020-05-13,120,0
"NB",2020-05-14,120,0
"NB",2020-05-15,120,0
"NB",2020-05-16,120,0
"NB",2020-05-17,120,0
"NB",2020-05-18,120,0
"NB",2020-05-19,120,0
"NB",2020-05-20,120,0
"NB",2020-05-21,121,1
"NB",2020-05-22,121,0
"NB",2020-05-23,121,0
"NB",2020-05-24,121,0
"NB",2020-05-25,121,0
"NB",2020-05-26,122,1
"NB",2020-05-27,123,1
"NB",2020-05-28,126,3
"NB",2020-05-29,128,2
"NB",2020-05-30,129,1
"NB",2020-05-31,132,3
"NB",2020-06-01,132,0
"NB",2020-06-02,133,1
"NB",2020-06-03,135,2
"NB",2020-06-04,136,1
"NB",2020-06-05,136,0
"NB",2020-06-06,136,0
"NB",2020-06-07,137,1
"NB",2020-06-08,146,9
"NB",2020-06-09,147,1
"NB",2020-06-10,151,4
"NB",2020-06-11,153,2
"NB",2020-06-12,154,1
"NB",2020-06-13,157,3
"NB",2020-06-14,157,0
"NB",2020-06-15,160,3
"NB",2020-06-16,163,3
"NB",2020-06-17,163,0
"NB",2020-06-18,163,0
"NB",2020-06-19,163,0
"NB",2020-06-20,164,1
"NB",2020-06-21,164,0
"NB",2020-06-22,164,0
"NB",2020-06-23,165,1
"NB",2020-06-24,165,0
"NB",2020-06-25,165,0
"NB",2020-06-26,165,0
"NB",2020-06-27,165,0
"NB",2020-06-28,165,0
"NB",2020-06-29,165,0
"NB",2020-06-30,165,0
"NB",2020-07-01,165,0
"NB",2020-07-02,165,0
"NB",2020-07-03,165,0
"NB",2020-07-04,165,0
"NB",2020-07-05,165,0
"NB",2020-07-06,165,0
"NB",2020-07-07,165,0
"NB",2020-07-08,165,0
"NB",2020-07-09,166,1
"NB",2020-07-10,166,0
"NB",2020-07-11,166,0
"NB",2020-07-12,166,0
"NB",2020-07-13,166,0
"NB",2020-07-14,167,1
"NB",2020-07-15,168,1
"NB",2020-07-16,168,0
"NB",2020-07-17,168,0
"NB",2020-07-18,168,0
"NB",2020-07-19,169,1
"NB",2020-07-20,170,1
"NB",2020-07-21,170,0
"NB",2020-07-22,170,0
"NB",2020-07-23,170,0
"NB",2020-07-24,170,0
"NB",2020-07-25,170,0
"NB",2020-07-26,170,0
"NB",2020-07-27,170,0
"NB",2020-07-28,170,0
"NB",2020-07-29,170,0
"NB",2020-07-30,170,0
"NB",2020-07-31,170,0
"NB",2020-08-01,170,0
"NB",2020-08-02,170,0
"NB",2020-08-03,170,0
"NB",2020-08-04,170,0
"NB",2020-08-05,174,4
"NB",2020-08-06,176,2
"NB",2020-08-07,176,0
"NB",2020-08-08,176,0
"NB",2020-08-09,176,0
"NB",2020-08-10,176,0
"NB",2020-08-11,177,1
"NB",2020-08-12,178,1
"NB",2020-08-13,180,2
"NB",2020-08-14,180,0
"NB",2020-08-15,184,4
"NB",2020-08-16,186,2
"NB",2020-08-17,186,0
"NB",2020-08-18,186,0
"NB",2020-08-19,186,0
"NB",2020-08-20,186,0
"NB",2020-08-21,188,2
"NB",2020-08-22,188,0
"NB",2020-08-23,189,1
"NB",2020-08-24,189,0
"NB",2020-08-25,190,1
"NB",2020-08-26,190,0
"NB",2020-08-27,190,0
"NB",2020-08-28,191,1
"NB",2020-08-29,191,0
"NB",2020-08-30,191,0
"NB",2020-08-31,191,0
"NB",2020-09-01,191,0
"NB",2020-09-02,192,1
"NB",2020-09-03,192,0
"NB",2020-09-04,192,0
"NB",2020-09-05,192,0
"NB",2020-09-06,192,0
"NB",2020-09-07,192,0
"NB",2020-09-08,192,0
"NB",2020-09-09,192,0
"NB",2020-09-10,193,1
"NB",2020-09-11,193,0
"NB",2020-09-12,193,0
"NB",2020-09-13,193,0
"NB",2020-09-14,194,1
"NB",2020-09-15,194,0
"NB",2020-09-16,194,0
"NB",2020-09-17,194,0
"NB",2020-09-18,194,0
"NB",2020-09-19,194,0
"NB",2020-09-20,194,0
"NB",2020-09-21,196,2
"NB",2020-09-22,196,0
"NB",2020-09-23,197,1
"NB",2020-09-24,199,2
"NB",2020-09-25,200,1
"NB",2020-09-26,200,0
"NB",2020-09-27,200,0
"NB",2020-09-28,200,0
"NB",2020-09-29,200,0
"NB",2020-09-30,200,0
"NB",2020-10-01,200,0
"NB",2020-10-02,200,0
"NB",2020-10-03,201,1
"NB",2020-10-04,201,0
"NB",2020-10-05,203,2
"NB",2020-10-06,205,2
"NB",2020-10-07,222,17
"NB",2020-10-08,225,3
"NB",2020-10-09,238,13
"NB",2020-10-10,258,20
"NB",2020-10-11,272,14
"NB",2020-10-12,278,6
"NB",2020-10-13,284,6
"NB",2020-10-14,292,8
"NB",2020-10-15,292,0
"NB",2020-10-16,297,5
"NB",2020-10-17,305,8
"NB",2020-10-18,310,5
"NB",2020-10-19,313,3
"NB",2020-10-20,313,0
"NB",2020-10-21,319,6
"NB",2020-10-22,322,3
"NB",2020-10-23,324,2
"NB",2020-10-24,326,2
"NB",2020-10-25,328,2
"NB",2020-10-26,331,3
"NB",2020-10-27,334,3
"NB",2020-10-28,337,3
"NB",2020-10-29,341,4
"NB",2020-10-30,342,1
"NB",2020-10-31,343,1
"NB",2020-11-01,344,1
"NB",2020-11-02,344,0
"NB",2020-11-03,344,0
"NB",2020-11-04,347,3
"NB",2020-11-05,349,2
"NB",2020-11-06,350,1
"NB",2020-11-07,353,3
"NB",2020-11-08,354,1
"NB",2020-11-09,355,1
"NB",2020-11-10,355,0
"NB",2020-11-11,355,0
"NB",2020-11-12,356,1
"NB",2020-11-13,358,2
"NB",2020-11-14,364,6
"NB",2020-11-15,367,3
"NB",2020-11-16,375,8
"NB",2020-11-17,379,4
"NB",2020-11-18,388,9
"NB",2020-11-19,392,4
"NB",2020-11-20,401,9
"NB",2020-11-21,424,23
"NB",2020-11-22,430,6
"NB",2020-11-23,445,15
"NB",2020-11-24,450,5
"NB",2020-11-25,453,3
"NB",2020-11-26,465,12
"NB",2020-11-27,477,12
"NB",2020-11-28,481,4
"NB",2020-11-29,495,14
"NB",2020-11-30,501,6
"NB",2020-12-01,508,7
"NB",2020-12-02,514,6
"NB",2020-12-03,520,6
"NB",2020-12-04,528,8
"NB",2020-12-05,530,2
"NB",2020-12-06,534,4
"NB",2020-12-07,536,2
"NB",2020-12-08,541,5
"NB",2020-12-09,542,1
"NB",2020-12-10,546,4
"NB",2020-12-11,554,8
"NB",2020-12-12,555,1
"NB",2020-12-13,557,2
"NB",2020-12-14,558,1
"NB",2020-12-15,559,1
"NB",2020-12-16,567,8
"NB",2020-12-17,573,6
"NB",2020-12-18,573,0
"NB",2020-12-19,574,1
"NB",2020-12-20,574,0
"NB",2020-12-21,578,4
"NB",2020-12-22,580,2
"NB",2020-12-23,585,5
"NB",2020-12-24,587,2
"NB",2020-12-25,588,1
"NB",2020-12-26,590,2
"NB",2020-12-27,592,2
"NB",2020-12-28,593,1
"NB",2020-12-29,595,2
"NB",2020-12-30,596,1
"NB",2020-12-31,599,3
"NB",2021-01-01,601,2
"NB",2021-01-02,611,10
"NB",2021-01-03,618,7
"NB",2021-01-04,635,17
"NB",2021-01-05,662,27
"NB",2021-01-06,693,31
"NB",2021-01-07,717,24
"NB",2021-01-08,735,18
"NB",2021-01-09,765,30
"NB",2021-01-10,779,14
"NB",2021-01-11,800,21
"NB",2021-01-12,817,17
"NB",2021-01-13,836,19
"NB",2021-01-14,859,23
"NB",2021-01-15,884,25
"NB",2021-01-16,911,27
"NB",2021-01-17,947,36
"NB",2021-01-18,973,26
"NB",2021-01-19,1004,31
"NB",2021-01-20,1025,21
"NB",2021-01-21,1057,32
"NB",2021-01-22,1087,30
"NB",2021-01-23,1104,17
"NB",2021-01-24,1124,20
"NB",2021-01-25,1151,27
"NB",2021-01-26,1161,10
"NB",2021-01-27,1175,14
"NB",2021-01-28,1202,27
"NB",2021-01-29,1218,16
"NB",2021-01-30,1230,12
"NB",2021-01-31,1255,25
"NL",2020-01-25,0,0
"NL",2020-01-26,0,0
"NL",2020-01-27,0,0
"NL",2020-01-28,0,0
"NL",2020-01-29,0,0
"NL",2020-01-30,0,0
"NL",2020-01-31,0,0
"NL",2020-02-01,0,0
"NL",2020-02-02,0,0
"NL",2020-02-03,0,0
"NL",2020-02-04,0,0
"NL",2020-02-05,0,0
"NL",2020-02-06,0,0
"NL",2020-02-07,0,0
"NL",2020-02-08,0,0
"NL",2020-02-09,0,0
"NL",2020-02-10,0,0
"NL",2020-02-11,0,0
"NL",2020-02-12,0,0
"NL",2020-02-13,0,0
"NL",2020-02-14,0,0
"NL",2020-02-15,0,0
"NL",2020-02-16,0,0
"NL",2020-02-17,0,0
"NL",2020-02-18,0,0
"NL",2020-02-19,0,0
"NL",2020-02-20,0,0
"NL",2020-02-21,0,0
"NL",2020-02-22,0,0
"NL",2020-02-23,0,0
"NL",2020-02-24,0,0
"NL",2020-02-25,0,0
"NL",2020-02-26,0,0
"NL",2020-02-27,0,0
"NL",2020-02-28,0,0
"NL",2020-02-29,0,0
"NL",2020-03-01,0,0
"NL",2020-03-02,0,0
"NL",2020-03-03,0,0
"NL",2020-03-04,0,0
"NL",2020-03-05,0,0
"NL",2020-03-06,0,0
"NL",2020-03-07,0,0
"NL",2020-03-08,0,0
"NL",2020-03-09,0,0
"NL",2020-03-10,0,0
"NL",2020-03-11,0,0
"NL",2020-03-12,0,0
"NL",2020-03-13,0,0
"NL",2020-03-14,1,1
"NL",2020-03-15,1,0
"NL",2020-03-16,1,0
"NL",2020-03-17,3,2
"NL",2020-03-18,3,0
"NL",2020-03-19,3,0
"NL",2020-03-20,4,1
"NL",2020-03-21,6,2
"NL",2020-03-22,9,3
"NL",2020-03-23,24,15
"NL",2020-03-24,35,11
"NL",2020-03-25,67,32
"NL",2020-03-26,82,15
"NL",2020-03-27,102,20
"NL",2020-03-28,120,18
"NL",2020-03-29,135,15
"NL",2020-03-30,148,13
"NL",2020-03-31,152,4
"NL",2020-04-01,175,23
"NL",2020-04-02,183,8
"NL",2020-04-03,195,12
"NL",2020-04-04,203,8
"NL",2020-04-05,217,14
"NL",2020-04-06,226,9
"NL",2020-04-07,228,2
"NL",2020-04-08,232,4
"NL",2020-04-09,236,4
"NL",2020-04-10,239,3
"NL",2020-04-11,241,2
"NL",2020-04-12,242,1
"NL",2020-04-13,244,2
"NL",2020-04-14,244,0
"NL",2020-04-15,247,3
"NL",2020-04-16,252,5
"NL",2020-04-17,256,4
"NL",2020-04-18,256,0
"NL",2020-04-19,256,0
"NL",2020-04-20,256,0
"NL",2020-04-21,256,0
"NL",2020-04-22,256,0
"NL",2020-04-23,256,0
"NL",2020-04-24,256,0
"NL",2020-04-25,257,1
"NL",2020-04-26,258,1
"NL",2020-04-27,258,0
"NL",2020-04-28,258,0
"NL",2020-04-29,258,0
"NL",2020-04-30,258,0
"NL",2020-05-01,259,1
"NL",2020-05-02,259,0
"NL",2020-05-03,259,0
"NL",2020-05-04,259,0
"NL",2020-05-05,259,0
"NL",2020-05-06,259,0
"NL",2020-05-07,260,1
"NL",2020-05-08,260,0
"NL",2020-05-09,260,0
"NL",2020-05-10,260,0
"NL",2020-05-11,260,0
"NL",2020-05-12,260,0
"NL",2020-05-13,260,0
"NL",2020-05-14,260,0
"NL",2020-05-15,260,0
"NL",2020-05-16,260,0
"NL",2020-05-17,260,0
"NL",2020-05-18,260,0
"NL",2020-05-19,260,0
"NL",2020-05-20,260,0
"NL",2020-05-21,260,0
"NL",2020-05-22,260,0
"NL",2020-05-23,260,0
"NL",2020-05-24,260,0
"NL",2020-05-25,260,0
"NL",2020-05-26,260,0
"NL",2020-05-27,260,0
"NL",2020-05-28,261,1
"NL",2020-05-29,261,0
"NL",2020-05-30,261,0
"NL",2020-05-31,261,0
"NL",2020-06-01,261,0
"NL",2020-06-02,261,0
"NL",2020-06-03,261,0
"NL",2020-06-04,261,0
"NL",2020-06-05,261,0
"NL",2020-06-06,261,0
"NL",2020-06-07,261,0
"NL",2020-06-08,261,0
"NL",2020-06-09,261,0
"NL",2020-06-10,261,0
"NL",2020-06-11,261,0
"NL",2020-06-12,261,0
"NL",2020-06-13,261,0
"NL",2020-06-14,261,0
"NL",2020-06-15,261,0
"NL",2020-06-16,261,0
"NL",2020-06-17,261,0
"NL",2020-06-18,261,0
"NL",2020-06-19,261,0
"NL",2020-06-20,261,0
"NL",2020-06-21,261,0
"NL",2020-06-22,261,0
"NL",2020-06-23,261,0
"NL",2020-06-24,261,0
"NL",2020-06-25,261,0
"NL",2020-06-26,261,0
"NL",2020-06-27,261,0
"NL",2020-06-28,261,0
"NL",2020-06-29,261,0
"NL",2020-06-30,261,0
"NL",2020-07-01,261,0
"NL",2020-07-02,261,0
"NL",2020-07-03,261,0
"NL",2020-07-04,261,0
"NL",2020-07-05,261,0
"NL",2020-07-06,261,0
"NL",2020-07-07,261,0
"NL",2020-07-08,261,0
"NL",2020-07-09,261,0
"NL",2020-07-10,262,1
"NL",2020-07-11,262,0
"NL",2020-07-12,262,0
"NL",2020-07-13,262,0
"NL",2020-07-14,262,0
"NL",2020-07-15,262,0
"NL",2020-07-16,262,0
"NL",2020-07-17,262,0
"NL",2020-07-18,262,0
"NL",2020-07-19,262,0
"NL",2020-07-20,262,0
"NL",2020-07-21,263,1
"NL",2020-07-22,264,1
"NL",2020-07-23,264,0
"NL",2020-07-24,265,1
"NL",2020-07-25,265,0
"NL",2020-07-26,266,1
"NL",2020-07-27,266,0
"NL",2020-07-28,266,0
"NL",2020-07-29,266,0
"NL",2020-07-30,266,0
"NL",2020-07-31,266,0
"NL",2020-08-01,266,0
"NL",2020-08-02,266,0
"NL",2020-08-03,266,0
"NL",2020-08-04,266,0
"NL",2020-08-05,266,0
"NL",2020-08-06,266,0
"NL",2020-08-07,267,1
"NL",2020-08-08,267,0
"NL",2020-08-09,267,0
"NL",2020-08-10,268,1
"NL",2020-08-11,268,0
"NL",2020-08-12,268,0
"NL",2020-08-13,268,0
"NL",2020-08-14,268,0
"NL",2020-08-15,268,0
"NL",2020-08-16,268,0
"NL",2020-08-17,268,0
"NL",2020-08-18,268,0
"NL",2020-08-19,268,0
"NL",2020-08-20,268,0
"NL",2020-08-21,268,0
"NL",2020-08-22,268,0
"NL",2020-08-23,268,0
"NL",2020-08-24,268,0
"NL",2020-08-25,268,0
"NL",2020-08-26,268,0
"NL",2020-08-27,268,0
"NL",2020-08-28,269,1
"NL",2020-08-29,269,0
"NL",2020-08-30,269,0
"NL",2020-08-31,269,0
"NL",2020-09-01,269,0
"NL",2020-09-02,269,0
"NL",2020-09-03,269,0
"NL",2020-09-04,269,0
"NL",2020-09-05,270,1
"NL",2020-09-06,270,0
"NL",2020-09-07,270,0
"NL",2020-09-08,270,0
"NL",2020-09-09,270,0
"NL",2020-09-10,270,0
"NL",2020-09-11,270,0
"NL",2020-09-12,271,1
"NL",2020-09-13,271,0
"NL",2020-09-14,271,0
"NL",2020-09-15,271,0
"NL",2020-09-16,271,0
"NL",2020-09-17,271,0
"NL",2020-09-18,272,1
"NL",2020-09-19,272,0
"NL",2020-09-20,272,0
"NL",2020-09-21,272,0
"NL",2020-09-22,272,0
"NL",2020-09-23,272,0
"NL",2020-09-24,272,0
"NL",2020-09-25,272,0
"NL",2020-09-26,272,0
"NL",2020-09-27,273,1
"NL",2020-09-28,273,0
"NL",2020-09-29,273,0
"NL",2020-09-30,274,1
"NL",2020-10-01,275,1
"NL",2020-10-02,275,0
"NL",2020-10-03,276,1
"NL",2020-10-04,277,1
"NL",2020-10-05,277,0
"NL",2020-10-06,277,0
"NL",2020-10-07,277,0
"NL",2020-10-08,277,0
"NL",2020-10-09,279,2
"NL",2020-10-10,282,3
"NL",2020-10-11,282,0
"NL",2020-10-12,283,1
"NL",2020-10-13,283,0
"NL",2020-10-14,283,0
"NL",2020-10-15,284,1
"NL",2020-10-16,287,3
"NL",2020-10-17,287,0
"NL",2020-10-18,287,0
"NL",2020-10-19,287,0
"NL",2020-10-20,287,0
"NL",2020-10-21,287,0
"NL",2020-10-22,288,1
"NL",2020-10-23,288,0
"NL",2020-10-24,289,1
"NL",2020-10-25,290,1
"NL",2020-10-26,291,1
"NL",2020-10-27,291,0
"NL",2020-10-28,291,0
"NL",2020-10-29,291,0
"NL",2020-10-30,291,0
"NL",2020-10-31,291,0
"NL",2020-11-01,291,0
"NL",2020-11-02,291,0
"NL",2020-11-03,291,0
"NL",2020-11-04,292,1
"NL",2020-11-05,294,2
"NL",2020-11-06,294,0
"NL",2020-11-07,296,2
"NL",2020-11-08,296,0
"NL",2020-11-09,296,0
"NL",2020-11-10,296,0
"NL",2020-11-11,298,2
"NL",2020-11-12,298,0
"NL",2020-11-13,299,1
"NL",2020-11-14,301,2
"NL",2020-11-15,303,2
"NL",2020-11-16,303,0
"NL",2020-11-17,305,2
"NL",2020-11-18,307,2
"NL",2020-11-19,308,1
"NL",2020-11-20,311,3
"NL",2020-11-21,316,5
"NL",2020-11-22,319,3
"NL",2020-11-23,321,2
"NL",2020-11-24,323,2
"NL",2020-11-25,324,1
"NL",2020-11-26,327,3
"NL",2020-11-27,331,4
"NL",2020-11-28,333,2
"NL",2020-11-29,337,4
"NL",2020-11-30,338,1
"NL",2020-12-01,339,1
"NL",2020-12-02,340,1
"NL",2020-12-03,340,0
"NL",2020-12-04,343,3
"NL",2020-12-05,347,4
"NL",2020-12-06,351,4
"NL",2020-12-07,351,0
"NL",2020-12-08,352,1
"NL",2020-12-09,353,1
"NL",2020-12-10,354,1
"NL",2020-12-11,355,1
"NL",2020-12-12,357,2
"NL",2020-12-13,357,0
"NL",2020-12-14,358,1
"NL",2020-12-15,359,1
"NL",2020-12-16,364,5
"NL",2020-12-17,367,3
"NL",2020-12-18,372,5
"NL",2020-12-19,380,8
"NL",2020-12-20,382,2
"NL",2020-12-21,382,0
"NL",2020-12-22,383,1
"NL",2020-12-23,384,1
"NL",2020-12-24,384,0
"NL",2020-12-25,384,0
"NL",2020-12-26,384,0
"NL",2020-12-27,387,3
"NL",2020-12-28,389,2
"NL",2020-12-29,390,1
"NL",2020-12-30,390,0
"NL",2020-12-31,390,0
"NL",2021-01-01,390,0
"NL",2021-01-02,390,0
"NL",2021-01-03,390,0
"NL",2021-01-04,391,1
"NL",2021-01-05,392,1
"NL",2021-01-06,392,0
"NL",2021-01-07,392,0
"NL",2021-01-08,392,0
"NL",2021-01-09,392,0
"NL",2021-01-10,393,1
"NL",2021-01-11,393,0
"NL",2021-01-12,393,0
"NL",2021-01-13,393,0
"NL",2021-01-14,394,1
"NL",2021-01-15,395,1
"NL",2021-01-16,395,0
"NL",2021-01-17,396,1
"NL",2021-01-18,396,0
